GHO,indicator,pulish,year,region,wbincome,country,number,percentage
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Netherlands,41,40.86
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,New Zealand,61,61.09
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Niger,42,42.31
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Niue,131117,131116.94
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Norway,50,50.25
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Pakistan,38,37.79
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Panama,25,24.83
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Papua New Guinea,24,23.81
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Peru,47,47.32
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Poland,47,46.54
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Portugal,34,34.37
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Republic of Korea,24,23.73
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Romania,41,40.52
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Russian Federation,31,31.25
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Saint Kitts and Nevis,15,14.52
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Saint Vincent and the Grenadines,17,16.59
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Sao Tome and Principe,64,63.97
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Senegal,54,54
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Sierra Leone,58,57.86
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Slovakia,40,39.72
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Somalia,70,69.86
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Spain,32,31.98
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Suriname,16,16.24
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Sweden,40,39.68
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Tajikistan,18,17.54
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,The former Yugoslav Republic of Macedonia,42,41.95
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Trinidad and Tobago,23,22.86
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Turkey,18,18.28
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Turkmenistan,20,20.42
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Uganda,40,40.04
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,United Arab Emirates,26,25.69
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,United Kingdom,30,29.85
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,United States of America,39,39.38
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Uzbekistan,17,17.22
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Vanuatu,16,16.2
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Viet Nam,17,17.31
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Zambia,47,47.5
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Zimbabwe,54,53.85
