type
scratch
small
flaked
lost
scratch
shape
small
chamfer
intern
flaked
axis
scratch
shape
small
spot
height
scratch
chamfer
scratch
small
scratch
small
small
height
intern
scratch
big
flaked
scratch
scratch
shape
cracks
flaked
flaked
intern
scratch
small
cracks
shape
scratch
chamfer
big
pd
intern
small
lost
scratch
small
small
shape
small
intern
height
height
scratch
chamfer
scratch
cracks
cracks
scratch
shape
pd
flaked
pd
scratch
small
scratch
lost
axis
flaked
small
scratch
intern
scratch
small
cracks
big
scratch
shape
cracks
spot
chamfer
shape
small
flaked
small
small
shape
small
chamfer
big
axis
small
chamfer
height
spot
intern
spot
cracks
scratch
cracks
chamfer
small
shape
intern
scratch
scratch
axis
small
scratch
cracks
small
big
pd
spot
cracks
axis
big
shape
small
scratch
pd
small
lost
scratch
big
small
flaked
axis
axis
spot
intern
scratch
shape
shape
scratch
chamfer
intern
spot
height
pd
scratch
small
flaked
small
axis
height
small
scratch
intern
small
scratch
shape
lost
scratch
small
scratch
small
shape
scratch
scratch
scratch
big
small
chamfer
height
axis
scratch
small
intern
pd
small
scratch
pd
small
chamfer
small
small
height
chamfer
flaked
big
lost
chamfer
height
small
cracks
scratch
cracks
cracks
spot
axis
small
height
flaked
shape
scratch
pd
scratch
scratch
scratch
axis
small
axis
flaked
small
flaked
chamfer
small
height
chamfer
lost
lost
axis
spot
small
small
scratch
lost
spot
pd
intern
spot
small
spot
flaked
scratch
cracks
big
spot
axis
scratch
big
flaked
small
intern
pd
spot
scratch
small
scratch
scratch
big
cracks
spot
axis
lost
shape
lost
shape
flaked
small
axis
axis
big
small
small
small
intern
scratch
scratch
pd
flaked
shape
height
big
small
big
height
small
small
spot
shape
small
cracks
axis
scratch
small
spot
height
small
flaked
chamfer
big
big
scratch
flaked
scratch
lost
flaked
small
spot
intern
pd
small
small
height
small
spot
axis
small
cracks
flaked
small
flaked
spot
lost
intern
scratch
scratch
spot
shape
small
chamfer
spot
height
shape
scratch
scratch
small
height
pd
small
scratch
big
scratch
shape
small
axis
lost
shape
scratch
axis
scratch
intern
chamfer
small
height
scratch
shape
shape
scratch
intern
scratch
axis
scratch
scratch
small
axis
small
scratch
small
pd
scratch
axis
height
scratch
small
scratch
flaked
flaked
intern
axis
cracks
axis
shape
scratch
height
chamfer
small
spot
small
small
scratch
flaked
axis
small
intern
axis
height
spot
intern
height
scratch
axis
scratch
small
axis
scratch
flaked
scratch
scratch
axis
scratch
lost
scratch
axis
lost
cracks
scratch
spot
scratch
small
small
axis
pd
lost
small
small
flaked
scratch
lost
small
scratch
cracks
big
axis
scratch
lost
scratch
spot
axis
scratch
big
flaked
small
intern
small
axis
small
height
chamfer
chamfer
small
height
cracks
chamfer
chamfer
shape
big
intern
scratch
scratch
big
small
spot
spot
axis
spot
small
flaked
scratch
shape
chamfer
big
small
height
scratch
scratch
flaked
cracks
scratch
cracks
scratch
flaked
axis
scratch
axis
cracks
intern
pd
pd
scratch
small
small
small
intern
axis
scratch
big
flaked
chamfer
big
flaked
small
lost
scratch
small
scratch
scratch
small
spot
chamfer
flaked
big
scratch
scratch
scratch
spot
small
scratch
scratch
scratch
flaked
scratch
chamfer
flaked
scratch
shape
axis
intern
pd
chamfer
scratch
lost
scratch
scratch
pd
scratch
shape
scratch
scratch
pd
flaked
scratch
small
pd
small
scratch
cracks
cracks
height
chamfer
big
shape
lost
axis
big
flaked
height
cracks
intern
small
small
height
scratch
chamfer
spot
scratch
height
scratch
cracks
pd
cracks
small
intern
small
scratch
scratch
intern
height
scratch
chamfer
height
axis
flaked
shape
big
scratch
small
pd
scratch
pd
flaked
scratch
chamfer
scratch
spot
scratch
cracks
scratch
cracks
small
cracks
small
flaked
height
small
spot
small
small
small
small
scratch
cracks
scratch
pd
spot
scratch
scratch
scratch
lost
small
intern
big
axis
lost
small
intern
scratch
chamfer
shape
axis
scratch
chamfer
small
axis
lost
pd
intern
scratch
big
scratch
scratch
scratch
scratch
intern
axis
scratch
axis
axis
scratch
big
shape
small
small
scratch
flaked
lost
small
big
pd
small
small
scratch
chamfer
pd
cracks
intern
flaked
spot
shape
spot
pd
pd
scratch
scratch
small
small
small
cracks
shape
small
flaked
axis
lost
scratch
lost
spot
scratch
big
scratch
pd
lost
small
small
scratch
flaked
axis
axis
small
small
lost
small
pd
height
scratch
axis
intern
height
chamfer
big
axis
spot
shape
shape
scratch
big
scratch
axis
chamfer
scratch
small
intern
intern
spot
small
shape
lost
axis
small
small
chamfer
axis
axis
scratch
lost
height
chamfer
flaked
scratch
shape
shape
small
pd
scratch
chamfer
flaked
small
small
scratch
axis
height
flaked
spot
scratch
small
big
scratch
spot
cracks
chamfer
scratch
small
scratch
chamfer
flaked
chamfer
shape
axis
scratch
scratch
height
small
big
flaked
scratch
scratch
flaked
scratch
cracks
scratch
small
chamfer
scratch
intern
scratch
pd
small
big
cracks
small
chamfer
height
flaked
small
small
intern
chamfer
small
small
small
flaked
shape
shape
pd
big
spot
flaked
cracks
height
pd
big
big
shape
small
lost
scratch
small
flaked
small
pd
axis
spot
pd
small
intern
small
flaked
shape
cracks
big
scratch
chamfer
flaked
axis
scratch
intern
scratch
scratch
flaked
pd
spot
shape
scratch
scratch
axis
pd
scratch
small
scratch
cracks
spot
flaked
small
scratch
axis
scratch
pd
axis
scratch
flaked
spot
chamfer
chamfer
lost
flaked
scratch
chamfer
scratch
axis
scratch
axis
pd
small
pd
height
scratch
cracks
intern
big
flaked
height
intern
small
scratch
scratch
height
chamfer
shape
axis
small
scratch
axis
shape
scratch
chamfer
shape
scratch
height
cracks
shape
flaked
scratch
scratch
cracks
scratch
scratch
chamfer
small
small
flaked
axis
shape
small
intern
scratch
axis
shape
cracks
axis
scratch
small
big
scratch
scratch
cracks
small
flaked
scratch
scratch
scratch
scratch
small
chamfer
cracks
scratch
small
pd
flaked
flaked
cracks
intern
scratch
scratch
flaked
scratch
small
shape
cracks
intern
small
height
scratch
intern
scratch
small
big
shape
height
shape
small
small
small
pd
scratch
flaked
small
pd
small
lost
scratch
small
small
height
shape
spot
small
scratch
scratch
chamfer
scratch
small
axis
small
chamfer
shape
chamfer
scratch
small
height
small
scratch
scratch
small
axis
lost
scratch
chamfer
small
small
height
axis
lost
shape
small
intern
scratch
height
scratch
spot
height
shape
small
intern
flaked
spot
scratch
small
pd
cracks
height
cracks
lost
scratch
scratch
scratch
scratch
cracks
small
scratch
big
scratch
pd
small
scratch
flaked
big
flaked
small
scratch
spot
big
scratch
scratch
scratch
chamfer
small
chamfer
small
cracks
chamfer
big
scratch
scratch
pd
height
axis
small
scratch
pd
scratch
scratch
scratch
scratch
chamfer
big
axis
intern
scratch
small
pd
scratch
small
axis
scratch
scratch
cracks
small
cracks
cracks
shape
scratch
scratch
axis
scratch
scratch
chamfer
small
pd
small
small
scratch
chamfer
lost
small
chamfer
small
height
small
shape
small
small
spot
scratch
height
scratch
small
scratch
pd
scratch
spot
spot
shape
chamfer
height
flaked
small
flaked
chamfer
big
small
chamfer
cracks
pd
scratch
scratch
scratch
axis
shape
intern
cracks
height
height
flaked
small
flaked
pd
lost
small
chamfer
flaked
flaked
small
intern
chamfer
intern
pd
chamfer
cracks
scratch
flaked
scratch
small
lost
pd
small
small
small
spot
cracks
cracks
pd
scratch
height
lost
small
axis
small
shape
small
small
pd
pd
scratch
small
lost
axis
flaked
flaked
small
small
scratch
scratch
axis
small
shape
lost
height
pd
chamfer
small
scratch
flaked
scratch
intern
scratch
lost
shape
small
small
height
flaked
small
scratch
small
scratch
cracks
chamfer
intern
height
cracks
shape
scratch
intern
scratch
axis
scratch
intern
small
scratch
height
height
small
scratch
small
scratch
small
pd
axis
shape
spot
small
spot
flaked
height
scratch
lost
scratch
cracks
flaked
pd
scratch
small
scratch
axis
shape
cracks
spot
lost
chamfer
small
axis
scratch
small
cracks
scratch
scratch
scratch
cracks
cracks
pd
scratch
height
small
pd
scratch
shape
scratch
chamfer
scratch
lost
flaked
scratch
pd
flaked
height
scratch
pd
chamfer
intern
big
scratch
height
small
scratch
scratch
scratch
chamfer
intern
pd
spot
small
height
small
small
pd
big
chamfer
intern
flaked
small
scratch
shape
scratch
scratch
spot
spot
big
big
small
chamfer
flaked
big
shape
chamfer
small
spot
chamfer
scratch
small
chamfer
scratch
spot
scratch
pd
small
scratch
spot
big
scratch
small
spot
height
axis
chamfer
shape
shape
small
intern
intern
small
spot
chamfer
pd
small
spot
axis
pd
small
scratch
height
axis
scratch
small
small
small
chamfer
scratch
small
scratch
big
cracks
small
height
scratch
intern
big
pd
height
small
scratch
pd
small
scratch
flaked
scratch
flaked
pd
scratch
small
pd
intern
small
scratch
flaked
axis
chamfer
shape
small
shape
pd
scratch
pd
scratch
cracks
big
intern
scratch
chamfer
small
chamfer
small
small
scratch
scratch
axis
small
flaked
cracks
shape
shape
pd
scratch
axis
pd
chamfer
shape
big
height
small
flaked
scratch
scratch
big
big
scratch
scratch
scratch
flaked
scratch
small
scratch
small
axis
small
scratch
chamfer
small
axis
height
small
big
chamfer
small
small
scratch
scratch
small
axis
scratch
chamfer
small
cracks
small
small
small
axis
spot
scratch
scratch
scratch
scratch
small
small
shape
chamfer
scratch
flaked
small
scratch
axis
flaked
small
intern
big
big
shape
axis
small
flaked
small
scratch
scratch
intern
chamfer
small
big
axis
scratch
scratch
height
pd
cracks
shape
flaked
flaked
scratch
small
axis
axis
small
chamfer
intern
height
spot
flaked
scratch
chamfer
big
flaked
chamfer
big
chamfer
small
flaked
small
lost
cracks
lost
shape
small
scratch
small
intern
lost
axis
flaked
axis
intern
height
small
big
height
cracks
chamfer
cracks
axis
scratch
lost
shape
small
axis
height
flaked
small
scratch
small
scratch
axis
cracks
scratch
intern
axis
chamfer
height
small
shape
small
scratch
spot
small
pd
scratch
small
small
intern
scratch
shape
scratch
cracks
small
big
big
small
small
spot
lost
chamfer
height
scratch
scratch
spot
cracks
height
cracks
shape
small
small
lost
big
scratch
spot
pd
spot
axis
chamfer
scratch
spot
axis
chamfer
flaked
scratch
flaked
flaked
flaked
shape
scratch
shape
small
flaked
scratch
chamfer
big
shape
small
height
chamfer
height
big
cracks
axis
lost
shape
lost
axis
shape
flaked
big
small
pd
small
small
lost
cracks
scratch
cracks
small
lost
small
big
pd
shape
small
scratch
shape
small
small
spot
scratch
chamfer
shape
pd
shape
shape
chamfer
shape
cracks
flaked
pd
scratch
small
small
flaked
scratch
scratch
cracks
chamfer
small
scratch
pd
small
scratch
scratch
scratch
axis
shape
spot
scratch
chamfer
scratch
chamfer
pd
pd
cracks
chamfer
scratch
scratch
scratch
height
cracks
height
cracks
small
chamfer
shape
scratch
small
small
scratch
small
chamfer
spot
scratch
flaked
spot
shape
lost
scratch
height
scratch
scratch
shape
cracks
intern
spot
big
intern
pd
small
shape
small
big
small
small
chamfer
flaked
axis
lost
shape
small
shape
cracks
big
scratch
axis
intern
spot
small
cracks
small
scratch
scratch
shape
shape
small
lost
height
spot
scratch
big
lost
flaked
small
cracks
small
flaked
lost
height
lost
axis
cracks
scratch
scratch
scratch
height
axis
chamfer
scratch
chamfer
scratch
cracks
scratch
scratch
small
scratch
axis
scratch
cracks
small
pd
shape
flaked
spot
axis
scratch
small
small
small
shape
height
spot
scratch
scratch
big
chamfer
scratch
flaked
scratch
scratch
lost
small
height
cracks
big
small
scratch
scratch
flaked
scratch
height
spot
scratch
chamfer
small
axis
spot
flaked
cracks
lost
scratch
scratch
cracks
small
scratch
scratch
intern
flaked
scratch
small
height
axis
scratch
spot
spot
flaked
scratch
small
small
shape
pd
scratch
scratch
scratch
cracks
small
scratch
shape
big
pd
axis
height
chamfer
pd
small
small
scratch
axis
lost
cracks
small
scratch
scratch
big
scratch
small
small
shape
scratch
scratch
small
spot
intern
scratch
chamfer
scratch
small
shape
scratch
scratch
pd
small
chamfer
spot
small
flaked
cracks
axis
scratch
chamfer
big
scratch
shape
small
scratch
flaked
intern
scratch
shape
small
chamfer
lost
intern
cracks
axis
chamfer
axis
small
scratch
pd
lost
cracks
flaked
intern
spot
scratch
scratch
big
small
scratch
flaked
small
big
scratch
scratch
scratch
shape
lost
scratch
scratch
cracks
scratch
scratch
scratch
flaked
small
spot
small
scratch
pd
small
axis
scratch
flaked
scratch
lost
intern
shape
big
small
small
pd
spot
scratch
spot
cracks
spot
shape
flaked
scratch
pd
scratch
scratch
height
small
small
pd
spot
axis
chamfer
small
axis
scratch
axis
lost
spot
axis
height
spot
scratch
scratch
cracks
height
spot
scratch
axis
scratch
shape
intern
pd
pd
chamfer
scratch
big
lost
small
small
scratch
chamfer
cracks
scratch
pd
small
scratch
height
scratch
scratch
scratch
pd
small
small
shape
pd
small
intern
height
shape
axis
flaked
small
height
flaked
axis
cracks
cracks
scratch
scratch
small
scratch
cracks
small
scratch
shape
chamfer
spot
chamfer
small
height
scratch
scratch
big
axis
axis
small
big
big
flaked
big
cracks
small
small
spot
axis
big
scratch
flaked
intern
scratch
height
shape
cracks
chamfer
spot
lost
pd
scratch
spot
shape
small
small
flaked
axis
pd
intern
small
scratch
flaked
scratch
chamfer
scratch
small
scratch
pd
axis
big
pd
scratch
scratch
small
scratch
height
small
axis
small
spot
small
small
chamfer
scratch
shape
flaked
small
pd
small
shape
small
scratch
chamfer
small
lost
pd
scratch
scratch
shape
spot
pd
flaked
axis
small
axis
cracks
shape
scratch
shape
shape
height
small
spot
small
small
small
scratch
scratch
lost
axis
flaked
small
small
scratch
scratch
axis
scratch
axis
axis
small
cracks
small
small
flaked
flaked
small
scratch
small
cracks
pd
scratch
intern
small
cracks
shape
intern
small
big
scratch
pd
scratch
small
pd
chamfer
intern
scratch
small
height
scratch
height
small
small
small
flaked
big
axis
cracks
flaked
spot
small
scratch
small
axis
chamfer
big
flaked
lost
pd
shape
flaked
scratch
spot
lost
scratch
small
cracks
cracks
scratch
scratch
scratch
axis
small
scratch
flaked
scratch
cracks
pd
cracks
scratch
small
scratch
chamfer
small
scratch
scratch
scratch
pd
intern
axis
height
axis
small
axis
height
small
scratch
scratch
small
axis
small
height
chamfer
lost
flaked
pd
intern
axis
intern
lost
shape
scratch
scratch
small
small
scratch
small
scratch
scratch
intern
small
flaked
big
intern
small
axis
axis
scratch
shape
axis
scratch
pd
big
spot
small
flaked
axis
scratch
cracks
pd
shape
chamfer
scratch
chamfer
scratch
flaked
axis
scratch
pd
pd
scratch
intern
shape
axis
scratch
chamfer
scratch
cracks
height
scratch
small
scratch
shape
scratch
spot
axis
scratch
cracks
big
small
axis
scratch
height
axis
scratch
pd
axis
small
big
shape
small
scratch
cracks
scratch
small
small
height
height
small
scratch
axis
spot
small
scratch
scratch
pd
cracks
small
small
flaked
scratch
small
intern
small
small
small
spot
cracks
axis
small
shape
chamfer
small
small
intern
scratch
axis
scratch
flaked
scratch
small
axis
big
scratch
spot
scratch
scratch
scratch
axis
scratch
scratch
small
flaked
chamfer
height
scratch
shape
shape
axis
lost
lost
spot
lost
scratch
small
flaked
scratch
small
chamfer
small
shape
intern
small
big
scratch
intern
small
height
shape
small
small
shape
flaked
flaked
cracks
small
pd
intern
scratch
scratch
shape
scratch
pd
small
shape
scratch
pd
flaked
small
scratch
shape
scratch
chamfer
axis
small
cracks
scratch
cracks
scratch
scratch
intern
scratch
scratch
small
small
flaked
small
chamfer
small
scratch
scratch
lost
height
cracks
axis
height
pd
pd
intern
pd
small
chamfer
small
cracks
flaked
flaked
small
small
small
shape
cracks
chamfer
scratch
scratch
small
flaked
small
flaked
small
scratch
spot
scratch
axis
scratch
scratch
scratch
flaked
scratch
axis
chamfer
scratch
lost
scratch
flaked
chamfer
chamfer
intern
scratch
chamfer
spot
spot
chamfer
pd
scratch
flaked
big
scratch
spot
lost
scratch
shape
flaked
small
scratch
height
flaked
axis
height
intern
scratch
small
flaked
flaked
small
flaked
scratch
flaked
flaked
flaked
height
scratch
small
scratch
pd
big
scratch
flaked
small
axis
pd
shape
intern
intern
height
small
axis
flaked
flaked
small
small
axis
shape
lost
pd
scratch
shape
axis
small
small
lost
axis
flaked
scratch
scratch
pd
spot
shape
small
intern
flaked
lost
small
scratch
flaked
scratch
scratch
scratch
scratch
scratch
chamfer
height
small
flaked
spot
height
small
small
cracks
spot
shape
big
scratch
intern
chamfer
small
small
scratch
cracks
cracks
pd
scratch
intern
axis
axis
small
chamfer
height
scratch
cracks
shape
axis
scratch
cracks
axis
shape
chamfer
shape
small
height
pd
spot
pd
scratch
chamfer
lost
flaked
cracks
big
chamfer
scratch
small
small
scratch
scratch
scratch
scratch
flaked
flaked
scratch
lost
chamfer
scratch
flaked
chamfer
axis
scratch
height
small
flaked
axis
shape
scratch
lost
small
height
axis
chamfer
axis
pd
shape
height
pd
lost
small
scratch
small
scratch
scratch
small
flaked
axis
scratch
scratch
cracks
axis
scratch
scratch
cracks
height
big
axis
scratch
cracks
scratch
shape
pd
cracks
big
shape
lost
axis
scratch
shape
chamfer
small
axis
big
scratch
shape
chamfer
spot
spot
flaked
pd
spot
lost
big
small
scratch
intern
small
big
shape
axis
flaked
small
shape
big
scratch
lost
cracks
flaked
cracks
scratch
small
spot
scratch
flaked
chamfer
axis
lost
small
chamfer
axis
pd
flaked
scratch
shape
scratch
axis
flaked
axis
small
scratch
flaked
shape
scratch
small
spot
height
scratch
axis
scratch
intern
small
pd
axis
small
scratch
scratch
height
shape
scratch
axis
big
shape
small
chamfer
cracks
small
lost
spot
shape
shape
chamfer
cracks
shape
spot
small
scratch
spot
small
pd
chamfer
scratch
axis
small
small
axis
spot
flaked
spot
big
cracks
cracks
height
pd
small
lost
big
axis
flaked
axis
pd
cracks
small
height
axis
axis
spot
pd
flaked
small
lost
big
shape
scratch
scratch
scratch
small
pd
flaked
chamfer
shape
scratch
scratch
small
lost
axis
axis
small
axis
big
small
flaked
scratch
flaked
scratch
spot
shape
intern
big
pd
pd
scratch
small
spot
chamfer
spot
axis
pd
small
scratch
big
scratch
small
flaked
small
shape
shape
scratch
intern
spot
big
small
cracks
big
axis
scratch
flaked
scratch
flaked
scratch
height
cracks
small
small
big
lost
lost
small
spot
small
pd
scratch
pd
axis
scratch
pd
big
small
scratch
scratch
cracks
pd
small
scratch
small
axis
axis
cracks
small
flaked
axis
chamfer
scratch
scratch
flaked
axis
scratch
scratch
scratch
scratch
axis
pd
small
chamfer
flaked
small
height
small
small
pd
flaked
scratch
height
spot
height
flaked
flaked
chamfer
shape
scratch
height
intern
chamfer
small
pd
scratch
small
height
small
scratch
small
big
small
scratch
flaked
axis
big
spot
scratch
flaked
pd
spot
scratch
big
flaked
scratch
chamfer
height
pd
small
shape
intern
scratch
intern
cracks
intern
scratch
flaked
small
axis
big
spot
small
cracks
small
scratch
lost
scratch
height
height
lost
scratch
pd
scratch
spot
intern
cracks
scratch
axis
height
scratch
intern
chamfer
scratch
scratch
scratch
spot
scratch
flaked
small
spot
scratch
small
scratch
flaked
axis
small
axis
small
small
shape
scratch
scratch
intern
scratch
small
scratch
big
flaked
scratch
scratch
cracks
small
height
scratch
pd
lost
scratch
scratch
lost
scratch
scratch
lost
scratch
scratch
small
small
height
axis
chamfer
shape
small
small
cracks
shape
cracks
axis
flaked
cracks
height
flaked
intern
height
shape
small
big
small
scratch
scratch
small
pd
intern
axis
chamfer
flaked
small
axis
lost
scratch
spot
axis
lost
cracks
pd
scratch
shape
scratch
cracks
spot
small
scratch
axis
flaked
lost
small
intern
flaked
big
height
scratch
flaked
chamfer
shape
big
scratch
scratch
shape
axis
small
scratch
pd
small
scratch
spot
scratch
intern
lost
scratch
scratch
small
shape
chamfer
cracks
intern
small
big
small
lost
spot
scratch
scratch
scratch
axis
intern
small
small
pd
flaked
scratch
intern
flaked
lost
scratch
spot
small
chamfer
flaked
scratch
scratch
scratch
flaked
small
shape
lost
lost
scratch
scratch
scratch
axis
scratch
small
flaked
small
flaked
big
scratch
spot
height
axis
flaked
height
cracks
shape
small
intern
scratch
intern
height
height
scratch
axis
spot
chamfer
small
chamfer
pd
scratch
axis
small
small
scratch
chamfer
shape
cracks
big
scratch
shape
lost
flaked
small
small
small
shape
axis
axis
small
big
cracks
intern
shape
scratch
flaked
small
scratch
cracks
spot
flaked
shape
flaked
flaked
small
small
scratch
flaked
scratch
height
scratch
scratch
chamfer
flaked
height
cracks
cracks
small
small
scratch
flaked
scratch
scratch
flaked
scratch
scratch
flaked
scratch
small
cracks
axis
small
scratch
scratch
flaked
height
small
big
scratch
small
small
chamfer
intern
small
scratch
lost
flaked
small
spot
scratch
small
big
cracks
axis
intern
big
intern
scratch
spot
intern
small
small
scratch
axis
small
axis
flaked
scratch
pd
small
pd
pd
flaked
big
scratch
spot
cracks
shape
small
big
cracks
cracks
scratch
scratch
scratch
flaked
shape
cracks
flaked
big
pd
small
big
flaked
flaked
pd
pd
small
intern
small
scratch
small
scratch
small
small
small
lost
scratch
scratch
intern
chamfer
small
cracks
small
small
small
big
small
cracks
scratch
flaked
axis
shape
shape
scratch
shape
scratch
scratch
shape
shape
spot
intern
scratch
intern
pd
lost
height
small
scratch
chamfer
scratch
height
scratch
intern
flaked
cracks
small
chamfer
scratch
flaked
chamfer
scratch
small
pd
axis
flaked
pd
chamfer
scratch
scratch
scratch
shape
spot
pd
scratch
scratch
shape
chamfer
chamfer
pd
chamfer
small
scratch
small
chamfer
spot
spot
pd
small
scratch
small
scratch
big
spot
small
big
chamfer
small
scratch
shape
small
intern
axis
intern
height
cracks
scratch
scratch
spot
scratch
scratch
spot
chamfer
shape
chamfer
scratch
cracks
pd
scratch
scratch
spot
intern
chamfer
scratch
flaked
scratch
big
lost
flaked
scratch
big
scratch
spot
small
small
scratch
scratch
scratch
chamfer
shape
cracks
scratch
pd
big
scratch
shape
small
small
chamfer
spot
spot
chamfer
chamfer
scratch
cracks
flaked
height
lost
small
scratch
small
spot
shape
intern
scratch
small
scratch
axis
cracks
shape
small
spot
scratch
shape
small
axis
small
flaked
scratch
cracks
axis
scratch
flaked
chamfer
small
axis
chamfer
height
axis
axis
scratch
height
scratch
axis
small
flaked
pd
scratch
scratch
chamfer
cracks
scratch
chamfer
big
height
shape
pd
pd
pd
height
intern
small
scratch
pd
small
small
scratch
small
scratch
flaked
intern
big
cracks
pd
pd
height
lost
lost
scratch
height
small
flaked
flaked
cracks
height
scratch
small
small
small
small
spot
flaked
big
axis
small
small
intern
small
height
shape
lost
pd
scratch
intern
intern
scratch
small
chamfer
big
spot
spot
shape
scratch
scratch
height
scratch
intern
intern
flaked
spot
flaked
height
axis
scratch
pd
scratch
spot
small
axis
shape
cracks
lost
small
lost
small
chamfer
small
chamfer
big
small
scratch
spot
small
scratch
scratch
pd
pd
scratch
cracks
spot
intern
scratch
scratch
big
lost
spot
cracks
height
pd
big
spot
spot
scratch
flaked
height
shape
scratch
pd
big
lost
intern
shape
scratch
shape
pd
chamfer
small
big
small
scratch
small
big
intern
cracks
small
scratch
shape
scratch
cracks
small
small
intern
scratch
small
scratch
small
flaked
spot
small
scratch
spot
shape
small
small
flaked
scratch
scratch
scratch
flaked
axis
small
shape
chamfer
axis
scratch
axis
axis
big
small
scratch
scratch
small
cracks
intern
pd
cracks
scratch
small
pd
scratch
small
spot
scratch
big
scratch
big
scratch
big
height
spot
spot
chamfer
small
spot
shape
axis
scratch
big
scratch
small
scratch
scratch
axis
cracks
chamfer
flaked
flaked
shape
small
small
flaked
chamfer
scratch
chamfer
shape
scratch
small
chamfer
pd
small
cracks
scratch
intern
height
scratch
scratch
axis
scratch
flaked
small
spot
chamfer
flaked
scratch
cracks
shape
height
scratch
small
scratch
lost
big
scratch
axis
small
small
scratch
scratch
axis
small
small
big
axis
cracks
height
scratch
flaked
scratch
axis
spot
axis
chamfer
lost
pd
height
flaked
pd
scratch
scratch
cracks
axis
big
scratch
shape
spot
height
chamfer
scratch
scratch
pd
small
scratch
scratch
big
scratch
chamfer
flaked
lost
scratch
height
shape
scratch
small
intern
scratch
spot
small
big
small
small
axis
intern
big
shape
spot
pd
cracks
small
big
big
scratch
intern
intern
flaked
small
axis
small
shape
chamfer
shape
small
intern
small
spot
small
intern
big
scratch
small
shape
height
pd
spot
axis
scratch
axis
small
small
big
intern
scratch
scratch
intern
scratch
scratch
spot
scratch
axis
small
scratch
scratch
small
height
small
shape
small
intern
shape
cracks
pd
spot
small
lost
axis
spot
scratch
chamfer
cracks
shape
small
cracks
flaked
small
chamfer
shape
lost
axis
cracks
small
scratch
intern
scratch
big
scratch
big
flaked
scratch
small
axis
scratch
small
scratch
spot
pd
cracks
axis
spot
pd
big
shape
scratch
scratch
chamfer
flaked
scratch
big
pd
axis
height
scratch
scratch
scratch
flaked
big
flaked
scratch
scratch
scratch
small
chamfer
chamfer
small
cracks
scratch
small
cracks
small
chamfer
height
small
scratch
small
pd
small
pd
spot
scratch
lost
scratch
scratch
small
scratch
spot
small
shape
big
scratch
cracks
cracks
intern
scratch
big
small
chamfer
scratch
shape
flaked
scratch
small
spot
chamfer
flaked
scratch
pd
big
scratch
shape
small
pd
shape
shape
scratch
big
chamfer
cracks
height
flaked
cracks
small
axis
scratch
scratch
small
scratch
pd
flaked
small
intern
chamfer
small
small
big
pd
scratch
scratch
intern
scratch
pd
cracks
cracks
intern
pd
height
chamfer
scratch
small
small
axis
scratch
scratch
spot
